Location 1,Location 2,Price,Rooms,Bathrooms,Car Parks,Type,Area (in Square meter),Furnishing
Kepong,Kuala Lumpur,880000,4,3,0,Land area,1650,Partly
Segambut,Kuala Lumpur,950000,4,1,0,Land area,1650,Partly
Jalan Kuching,Kuala Lumpur,835000,4,2,0,Land area,1650,Partly
Kepong,Kuala Lumpur,1600000,5,5,0,Land area,1650,Partly
Jalan Ipoh,Kuala Lumpur,748000,4,3,0,Land area,1650,Unfurnished
Bandar Menjalara,Kuala Lumpur,888000,4,3,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,490000,3,2,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,910000,4,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,528000,3,2,0,Land area,1650,Partly
Cheras,Kuala Lumpur,720000,5,3,0,Land area,1650,Unfurnished
Sri Petaling,Kuala Lumpur,1400000,5,5,0,Land area,1650,Partly
Cheras,Kuala Lumpur,800000,4,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,800000,4,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,530000,3,2,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,960000,4,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,530000,3,2,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,565000,3,2,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,1320000,5,4,0,Land area,1650,Partly
Cheras,Kuala Lumpur,788000,4,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,620000,3,2,0,Land area,1650,Partly
Kepong,Kuala Lumpur,530000,3,2,0,Land area,1650,Partly
Kepong,Kuala Lumpur,1250000,6,6,0,Land area,1650,Unfurnished
Puchong,Kuala Lumpur,850000,4,2,0,Land area,1650,Unfurnished
Cheras,Kuala Lumpur,865000,4,3,0,Land area,1650,Fully
Cheras,Kuala Lumpur,800000,4,3,0,Land area,1650,Unfurnished
Sunway SPK,Kuala Lumpur,1650000,5,4,0,Land area,1650,Partly
Kepong,Kuala Lumpur,550000,3,2,0,Land area,1650,Unfurnished
Cheras,Kuala Lumpur,788000,4,3,0,Land area,1650,Partly
OUG,Kuala Lumpur,1200000,5,4,0,Land area,1650,Fully
Cheras,Kuala Lumpur,668000,5,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,1050000,5,4,0,Land area,1650,Partly
Kepong,Kuala Lumpur,1270000,6,6,0,Land area,1650,Partly
Kepong,Kuala Lumpur,1300000,6,6,0,Land area,1650,Unfurnished
Cheras,Kuala Lumpur,748000,4,3,0,Land area,1650,Partly
Keramat,Kuala Lumpur,660000,4,3,0,Land area,1650,Partly
Setapak,Kuala Lumpur,800000,4,3,0,Land area,1650,Partly
Damansara Heights,Kuala Lumpur,1400000,4,3,0,Land area,1650,Unfurnished
Kepong,Kuala Lumpur,1200000,5,4,0,Land area,1650,Partly
Sentul,Kuala Lumpur,1200000,7,7,0,Land area,1650,Fully
Bandar Menjalara,Kuala Lumpur,899000,4,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,495000,3,2,0,Land area,1650,Partly
Kepong,Kuala Lumpur,579999,3,2,0,Land area,1650,Partly
Setiawangsa,Kuala Lumpur,1300000,4,4,0,Land area,1650,Partly
Sri Hartamas,Kuala Lumpur,1550000,4,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,660000,4,3,0,Land area,1650,Unfurnished
Bangsar,Kuala Lumpur,1590000,4,3,0,Land area,1650,Partly
Setapak,Kuala Lumpur,800000,4,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,650000,5,3,0,Land area,1650,Unfurnished
Sri Petaling,Kuala Lumpur,1250000,5,5,0,Land area,1650,Partly
Cheras,Kuala Lumpur,780000,5,3,0,Land area,1650,Partly
Sri Hartamas,Kuala Lumpur,1700000,4,3,0,Land area,1650,Fully
Cheras,Kuala Lumpur,850000,4,4,0,Land area,1650,Partly
Keramat,Kuala Lumpur,850000,4,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,870000,4,3,0,Land area,1650,Fully
Ampang,Kuala Lumpur,500000,4,4,0,Land area,1650,Unfurnished
Cheras,Kuala Lumpur,688000,5,4,0,Land area,1650,Fully
Setapak,Kuala Lumpur,730000,4,3,0,Land area,1650,Partly
Setapak,Kuala Lumpur,850000,4,3,0,Land area,1650,Partly
Setiawangsa,Kuala Lumpur,900000,4,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,1100000,4,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,1600,4,3,0,Land area,1650,Unfurnished
Cheras,Kuala Lumpur,750000,5,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,835000,4,4,0,Land area,1650,Fully
Cheras,Kuala Lumpur,1100000,6,4,0,Land area,1650,Partly
Cheras,Kuala Lumpur,670000,4,3,0,Land area,1650,Unfurnished
Cheras,Kuala Lumpur,650000,5,3,0,Land area,1650,Unfurnished
Cheras,Kuala Lumpur,650000,5,3,0,Land area,1650,Unfurnished
Segambut,Kuala Lumpur,980000,4,3,0,Land area,1650,Partly
Segambut,Kuala Lumpur,998000,4,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,850000,4,3,0,Land area,1650,Partly
Kepong,Kuala Lumpur,570000,4,3,0,Land area,1650,Unfurnished
Cheras,Kuala Lumpur,1200000,4,3,0,Land area,1650,Partly
Cheras,Kuala Lumpur,790000,5,2,0,Land area,1650,Partly
Sri Petaling,Kuala Lumpur,1100000,5,5,0,Land area,1650,Partly
Sri Petaling,Kuala Lumpur,1100000,5,5,0,Land area,1650,Partly
Sungai Besi,Kuala Lumpur,1350000,6,5,0,Land area,1760,Fully
Sri Hartamas,Kuala Lumpur,1650000,4,3,0,Land area,1760,Partly
Bandar Menjalara,Kuala Lumpur,950000,4,3,0,Land area,1760,Fully
Bandar Menjalara,Kuala Lumpur,828000,5,4,0,Land area,1760,Partly
Kepong,Kuala Lumpur,680000,3,2,0,Land area,1760,Partly
Sri Petaling,Kuala Lumpur,1200000,5,4,0,Land area,1760,Partly
Kepong,Kuala Lumpur,820000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,680000,3,2,0,Land area,1760,Partly
Kepong,Kuala Lumpur,680000,3,2,0,Land area,1760,Partly
Segambut,Kuala Lumpur,915000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,650000,3,2,0,Land area,1760,Partly
Sri Petaling,Kuala Lumpur,1200000,5,4,0,Land area,1760,Partly
Setapak,Kuala Lumpur,850000,4,4,0,Land area,1760,Partly
Setapak,Kuala Lumpur,1000000,4,3,0,Land area,1760,Unfurnished
Kepong,Kuala Lumpur,985000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,1320000,4,4,0,Land area,1760,Partly
Kepong,Kuala Lumpur,720000,4,3,0,Land area,1760,Partly
Sri Petaling,Kuala Lumpur,800000,4,3,0,Land area,1760,Partly
Cheras,Kuala Lumpur,850000,4,3,0,Land area,1760,Partly
Sri Petaling,Kuala Lumpur,1200000,5,4,0,Land area,1760,Partly
Segambut,Kuala Lumpur,1620000,5,5,0,Land area,1760,Partly
Kepong,Kuala Lumpur,680000,3,2,0,Land area,1760,Partly
Jalan Klang Lama,Kuala Lumpur,850000,4,3,0,Land area,1760,Partly
OUG,Kuala Lumpur,900000,5,3,0,Land area,1760,Unfurnished
Cheras,Kuala Lumpur,928000,6,6,0,Land area,1760,Unfurnished
Desa ParkCity,Kuala Lumpur,970000,4,3,0,Land area,1760,Fully
Kepong,Kuala Lumpur,850000,4,3,0,Land area,1760,Fully
Taman Desa,Kuala Lumpur,1250000,4,3,0,Land area,1760,Partly
Wangsa Maju,Kuala Lumpur,1280000,6,4,0,Land area,1760,Partly
Cheras,Kuala Lumpur,820000,4,3,0,Land area,1760,Unfurnished
Sri Petaling,Kuala Lumpur,630000,3,2,0,Land area,1760,Unfurnished
Kepong,Kuala Lumpur,928000,4,3,0,Land area,1760,Partly
Kuchai Lama,Kuala Lumpur,918000,5,3,0,Land area,1760,Partly
Kuchai Lama,Kuala Lumpur,1750000,6,5,0,Land area,1760,Partly
Kepong,Kuala Lumpur,788000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,750000,3,2,0,Land area,1760,Partly
Sri Petaling,Kuala Lumpur,1150000,5,4,0,Land area,1760,Partly
Cheras,Kuala Lumpur,820000,4,4,0,Land area,1760,Partly
Kepong,Kuala Lumpur,750000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,820000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,720000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,915000,4,2,0,Land area,1760,Unfurnished
Kepong,Kuala Lumpur,750000,4,3,0,Land area,1760,Unfurnished
Kepong,Kuala Lumpur,928000,4,3,0,Land area,1760,Partly
Jalan Ipoh,Kuala Lumpur,1180000,4,3,0,Land area,1760,Partly
Sri Petaling,Kuala Lumpur,1200000,5,4,0,Land area,1760,Partly
OUG,Kuala Lumpur,1230000,5,4,0,Land area,1760,Partly
Kepong,Kuala Lumpur,680000,3,2,0,Land area,1760,Partly
Cheras,Kuala Lumpur,760000,4,3,0,Land area,1760,Partly
Kuchai Lama,Kuala Lumpur,1750000,5,4,0,Land area,1760,Fully
Kepong,Kuala Lumpur,880000,4,3,0,Land area,1760,Partly
Bangsar,Kuala Lumpur,1190000,4,2,0,Land area,1760,Partly
Kepong,Kuala Lumpur,745000,4,3,0,Land area,1760,Partly
Jalan Ipoh,Kuala Lumpur,850000,4,3,0,Land area,1760,Partly
OUG,Kuala Lumpur,980000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,799000,4,2,0,Land area,1760,Partly
Kepong,Kuala Lumpur,950000,4,3,0,Land area,1760,Fully
Setapak,Kuala Lumpur,1000000,4,3,0,Land area,1760,Fully
Kepong,Kuala Lumpur,1200000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,950000,4,3,0,Land area,1760,Partly
OUG,Kuala Lumpur,820000,6,2,0,Land area,1760,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1020000,3,2,0,Land area,1760,Unfurnished
Kepong,Kuala Lumpur,828000,4,2,0,Land area,1760,Partly
Kepong,Kuala Lumpur,828000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,828000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,680000,4,3,0,Land area,1760,Partly
Jalan Ipoh,Kuala Lumpur,1199000,4,3,0,Land area,1760,Partly
Bandar Menjalara,Kuala Lumpur,750000,4,3,0,Land area,1760,Partly
Cheras,Kuala Lumpur,980000,4,3,0,Land area,1760,Fully
Taman Desa,Kuala Lumpur,993000,4,2,0,Land area,1760,Unfurnished
Sri Petaling,Kuala Lumpur,820000,3,3,0,Land area,1760,Partly
Cheras,Kuala Lumpur,700000,4,3,0,Land area,1760,Unfurnished
Bandar Menjalara,Kuala Lumpur,850000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,1100000,4,3,0,Land area,1760,Partly
Keramat,Kuala Lumpur,800000,4,3,0,Land area,1760,Partly
Sri Petaling,Kuala Lumpur,650000,3,2,0,Land area,1760,Partly
Kepong,Kuala Lumpur,945000,4,3,0,Land area,1760,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1180000,3,2,0,Land area,1760,Partly
Setapak,Kuala Lumpur,835000,4,3,0,Land area,1760,Unfurnished
Ampang,Kuala Lumpur,1200000,4,3,0,Land area,1760,Partly
Setapak,Kuala Lumpur,700000,3,2,0,Land area,1760,Partly
Sri Petaling,Kuala Lumpur,900000,4,3,0,Land area,1760,Fully
Sri Petaling,Kuala Lumpur,880000,4,3,0,Land area,1760,Fully
Taman Melawati,Kuala Lumpur,840000,4,3,0,Land area,1760,Partly
Kepong,Kuala Lumpur,830000,4,3,0,Land area,1760,Unfurnished
Kepong,Kuala Lumpur,950000,4,3,0,Land area,1760,Unfurnished
Cheras,Kuala Lumpur,1250000,4,3,0,Land area,1760,Fully
Sri Petaling,Kuala Lumpur,630000,3,2,0,Land area,1760,Partly
Kepong,Kuala Lumpur,599000,4,2,0,Land area,1870,Partly
Kepong,Kuala Lumpur,1250000,4,4,0,Land area,1870,Fully
Desa ParkCity,Kuala Lumpur,799000,4,3,0,Land area,1870,Fully
Cheras,Kuala Lumpur,850000,4,3,0,Land area,1870,Partly
Kepong,Kuala Lumpur,1080000,5,4,0,Land area,1870,Partly
Bangsar,Kuala Lumpur,1850000,4,3,0,Land area,1870,Partly
Kepong,Kuala Lumpur,880000,4,3,0,Land area,1870,Partly
Kepong,Kuala Lumpur,1280000,6,5,0,Land area,1870,Partly
Bukit Jalil,Kuala Lumpur,960000,6,6,0,Land area,1870,Unfurnished
Setapak,Kuala Lumpur,1300000,4,4,0,Land area,1870,Partly
Taman Desa,Kuala Lumpur,1380000,4,3,0,Land area,1870,Unfurnished
Taman Desa,Kuala Lumpur,1250000,4,3,0,Land area,1870,Fully
Kepong,Kuala Lumpur,1400000,5,4,0,Land area,1870,Partly
Bukit Jalil,Kuala Lumpur,1250000,5,6,0,Land area,1870,Fully
Kepong,Kuala Lumpur,1080000,4,3,0,Land area,1870,Partly
Kepong,Kuala Lumpur,850000,4,3,0,Land area,1870,Unfurnished
Sri Hartamas,Kuala Lumpur,1800000,4,3,0,Land area,1870,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1100000,3,3,0,Land area,1870,Unfurnished
Kepong,Kuala Lumpur,850000,4,3,0,Land area,1870,Fully
Bukit Jalil,Kuala Lumpur,1350000,5,6,0,Land area,1870,Partly
Kepong,Kuala Lumpur,660000,4,2,0,Land area,1870,Partly
Bukit Jalil,Kuala Lumpur,1270000,5,6,0,Land area,1870,Partly
Sri Hartamas,Kuala Lumpur,1880000,4,3,0,Land area,1870,Partly
Bandar Menjalara,Kuala Lumpur,820000,4,3,0,Land area,1870,Partly
Kepong,Kuala Lumpur,1150000,4,3,0,Land area,1870,Partly
Bangsar,Kuala Lumpur,1650000,4,3,0,Land area,1870,Partly
Cheras,Kuala Lumpur,750000,4,3,0,Land area,1870,Unfurnished
Kepong,Kuala Lumpur,720000,4,3,0,Land area,1870,Unfurnished
Bangsar,Kuala Lumpur,1950000,4,3,0,Land area,1870,Partly
Kepong,Kuala Lumpur,850000,4,2,0,Land area,1958,Partly
Cheras,Kuala Lumpur,920000,4,3,0,Land area,1980,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1800000,4,3,0,Land area,1980,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1790000,4,3,0,Land area,2090,Partly
Damansara Heights,Kuala Lumpur,1980000,4,3,0,Land area,2156,Partly
Taman Desa,Kuala Lumpur,1250000,4,3,0,Land area,2178,Partly
Ampang,Kuala Lumpur,1300000,6,8,0,Land area,1650,Unfurnished
Bangsar,Kuala Lumpur,1478000,4,3,0,Land area,1495,Partly
Bukit Jalil,Kuala Lumpur,1620000,5,4,0,Land area,1840,Partly
Bukit Jalil,Kuala Lumpur,1680000,5,4,0,Land area,1840,Partly
Cheras,Kuala Lumpur,1250000,5,3,0,Land area,2300,Fully
Jalan Ipoh,Kuala Lumpur,1850000,4,3,0,Land area,2300,Partly
Cheras,Kuala Lumpur,680000,3,4,0,Land area,2370,Unfurnished
Cheras,Kuala Lumpur,570000,2,1,0,Land area,2378,Partly
Sri Petaling,Kuala Lumpur,1000000,4,3,0,Land area,2300,Partly
Segambut,Kuala Lumpur,780000,3,2,0,Land area,1265,Fully
Sri Hartamas,Kuala Lumpur,4500000,5,6,0,Land area,1380,Partly
Taman Tun Dr Ismail,Kuala Lumpur,2300000,6,6,0,Land area,1541,Unfurnished
Taman Tun Dr Ismail,Kuala Lumpur,2650000,6,6,0,Land area,1541,Unfurnished
Sri Hartamas,Kuala Lumpur,4500000,5,6,0,Land area,1610,Partly
Cheras,Kuala Lumpur,868000,5,4,0,Land area,1725,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1650000,4,3,0,Land area,1725,Partly
Bukit Jalil,Kuala Lumpur,1600000,5,4,0,Land area,1840,Fully
Segambut,Kuala Lumpur,1400000,5,4,0,Land area,1840,Partly
Jalan Klang Lama,Kuala Lumpur,1550000,5,4,0,Land area,1840,Fully
Bukit Jalil,Kuala Lumpur,1790000,5,4,0,Land area,1840,Fully
Bukit Jalil,Kuala Lumpur,1800000,5,5,0,Land area,2496,Partly
Cheras,Kuala Lumpur,880000,5,3,0,Land area,1800,Partly
Cheras,Kuala Lumpur,850000,4,3,0,Land area,1800,Partly
Bukit Jalil,Kuala Lumpur,1850000,7,4,0,Land area,2040,Fully
Bukit Jalil,Kuala Lumpur,1800000,5,5,0,Land area,2160,Partly
Mont Kiara,Kuala Lumpur,3600000,5,5,0,Land area,2400,Partly
Sri Hartamas,Kuala Lumpur,3600000,5,4,0,Land area,2400,Partly
Mont Kiara,Kuala Lumpur,3600000,5,4,0,Land area,2400,Partly
Mont Kiara,Kuala Lumpur,3800000,5,4,0,Land area,2400,Partly
Seputeh,Kuala Lumpur,1500000,5,4,0,Land area,2400,Partly
Desa ParkCity,Kuala Lumpur,2980000,5,5,0,Land area,2400,Partly
Desa ParkCity,Kuala Lumpur,3500000,5,3,0,Land area,2400,Partly
Desa ParkCity,Kuala Lumpur,4500000,4,5,0,Land area,2400,Partly
Desa ParkCity,Kuala Lumpur,3500000,5,3,0,Land area,2400,Partly
Cheras,Kuala Lumpur,1380000,5,3,0,Land area,2411,Partly
Kepong,Kuala Lumpur,600000,3,2,0,Land area,2432,Partly
Sungai Besi,Kuala Lumpur,540000,3,2,0,Land area,2454,Partly
Kepong,Kuala Lumpur,2100000,5,6,0,Land area,2495,Partly
Bukit Jalil,Kuala Lumpur,1800000,5,4,0,Land area,2496,Partly
Bukit Jalil,Kuala Lumpur,1800000,5,4,0,Land area,2496,Partly
Bukit Jalil,Kuala Lumpur,1800000,5,4,0,Land area,2496,Partly
Bukit Jalil,Kuala Lumpur,1800000,5,4,0,Land area,2520,Partly
Jalan Ipoh,Kuala Lumpur,480000,3,2,0,Land area,1440,Unfurnished
Cheras,Kuala Lumpur,700000,4,3,0,Land area,1560,Partly
Pandan Indah,Kuala Lumpur,480000,3,3,0,Land area,1680,Partly
Salak Selatan,Kuala Lumpur,575000,3,2,0,Land area,1680,Partly
Salak Selatan,Kuala Lumpur,598000,3,2,0,Land area,1680,Partly
Cheras,Kuala Lumpur,850000,4,3,0,Land area,1680,Fully
Cheras,Kuala Lumpur,899000,4,3,0,Land area,1680,Partly
Bangsar,Kuala Lumpur,1650000,4,3,0,Land area,1800,Partly
Bangsar,Kuala Lumpur,1880000,4,3,0,Land area,1800,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1920000,4,3,0,Land area,1800,Partly
Cheras,Kuala Lumpur,1650000,6,6,0,Land area,1800,Partly
Cheras,Kuala Lumpur,1280000,5,5,0,Land area,1800,Unfurnished
Bandar Damai Perdana,Kuala Lumpur,1100000,5,5,0,Land area,1800,Unfurnished
Bandar Damai Perdana,Kuala Lumpur,1150000,5,4,0,Land area,1800,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1450000,5,3,0,Land area,1800,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1580000,4,3,0,Land area,1800,Partly
Damansara Heights,Kuala Lumpur,1450000,12,4,0,Land area,1800,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1700000,4,3,0,Land area,1800,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1650000,4,3,0,Land area,1800,Partly
Cheras,Kuala Lumpur,760000,4,3,0,Land area,1800,Partly
Cheras,Kuala Lumpur,990000,5,5,0,Land area,1800,Unfurnished
Taman Tun Dr Ismail,Kuala Lumpur,1350000,5,3,0,Land area,1800,Partly
Cheras,Kuala Lumpur,1300000,5,0,0,Land area,1800,Partly
Puchong,Kuala Lumpur,1300000,6,6,0,Land area,1848,Partly
Sungai Besi,Kuala Lumpur,1380000,5,6,0,Land area,1920,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1090000,3,2,0,Land area,1920,Unfurnished
Taman Tun Dr Ismail,Kuala Lumpur,1060000,3,2,0,Land area,1920,Unfurnished
Sungai Besi,Kuala Lumpur,1500000,5,5,0,Land area,1920,Unfurnished
Jalan Ipoh,Kuala Lumpur,1250000,5,5,0,Land area,1920,Partly
Jalan Ipoh,Kuala Lumpur,900000,5,3,0,Land area,1920,Partly
Cheras,Kuala Lumpur,1200000,5,6,0,Land area,1920,Unfurnished
Bangsar,Kuala Lumpur,1250000,3,2,0,Land area,1920,Partly
Cheras,Kuala Lumpur,900000,4,3,0,Land area,1920,Partly
Sungai Besi,Kuala Lumpur,1380000,5,5,0,Land area,1920,Unfurnished
Wangsa Maju,Kuala Lumpur,1400000,6,4,0,Land area,2040,Partly
Wangsa Maju,Kuala Lumpur,1380000,6,4,0,Land area,2040,Partly
Cheras,Kuala Lumpur,1700000,5,4,0,Land area,2040,Fully
Wangsa Maju,Kuala Lumpur,1250000,6,4,0,Land area,2040,Partly
Puchong,Kuala Lumpur,1280000,5,4,0,Land area,2040,Unfurnished
Taman Desa,Kuala Lumpur,1199999,4,3,0,Land area,2040,Unfurnished
Taman Tun Dr Ismail,Kuala Lumpur,1680000,4,3,0,Land area,1875,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1180000,5,3,0,Land area,2000,Partly
Brickfields,Kuala Lumpur,280000,1,1,0,Built-up,250,Fully
Bangsar,Kuala Lumpur,2550000,4,4,0,Land area,2500,Partly
Setapak,Kuala Lumpur,780000,4,3,0,Land area,2500,Partly
Cheras,Kuala Lumpur,525000,3,3,0,Land area,2500,Partly
Bukit Tunku,Kuala Lumpur,13800000,7,7,0,Land area,25000,Partly
Kepong,Kuala Lumpur,1800000,5,5,0,Land area,2550,Unfurnished
Taman Melawati,Kuala Lumpur,1100000,4,2,0,Land area,2553,Unfurnished
Bangsar,Kuala Lumpur,2900000,6,6,0,Land area,2500,Partly
Kepong,Kuala Lumpur,1200000,4,3,0,Land area,1625,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1280000,4,3,0,Land area,1875,Partly
Bangsar,Kuala Lumpur,1450000,4,3,0,Land area,1875,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1200000,4,3,0,Land area,1875,Partly
Kepong,Kuala Lumpur,750000,4,3,0,Land area,1875,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1950000,4,4,0,Land area,1875,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1850000,4,3,0,Land area,1875,Partly
Kepong,Kuala Lumpur,870000,4,3,0,Land area,1875,Partly
Kepong,Kuala Lumpur,750000,4,3,0,Land area,1875,Partly
Bangsar,Kuala Lumpur,1430000,3,2,0,Land area,1875,Partly
Bangsar,Kuala Lumpur,1480000,3,2,0,Land area,1875,Partly
Taman Tun Dr Ismail,Kuala Lumpur,1200000,3,2,0,Land area,2000,Partly
Bangsar,Kuala Lumpur,2500000,5,4,0,Land area,2250,Partly
Cheras,Kuala Lumpur,950000,5,4,0,Land area,1950,Partly
Taman Melawati,Kuala Lumpur,2400000,5,5,0,Land area,2132,Fully
Ampang Hilir,Kuala Lumpur,2876500,5,3,0,Land area,2615,Partly
Kepong,Kuala Lumpur,820000,3,2,0,Land area,2616,Partly
Kepong,Kuala Lumpur,750000,3,2,0,Land area,2625,Partly
Sunway SPK,Kuala Lumpur,1042470,4,3,0,Land area,2626,Partly
Sunway SPK,Kuala Lumpur,1042470,4,3,0,Land area,2626,Partly
Sunway SPK,Kuala Lumpur,1042470,4,3,0,Land area,2626,Partly
Sunway SPK,Kuala Lumpur,1042470,4,3,0,Land area,2626,Partly
Jalan Ipoh,Kuala Lumpur,780000,3,2,0,Land area,2626,Unfurnished
Segambut,Kuala Lumpur,1200000,4,3,0,Land area,2640,Unfurnished
Mid Valley City,Kuala Lumpur,2600000,5,5,0,Land area,2680,Unfurnished
Cheras,Kuala Lumpur,1130000,5,5,0,Land area,1950,Partly
Cheras,Kuala Lumpur,1250000,5,5,0,Land area,1950,Partly
Cheras,Kuala Lumpur,1130000,4,3,0,Land area,1950,Fully
Cheras,Kuala Lumpur,1050000,4,4,0,Land area,1950,Partly
Cheras,Kuala Lumpur,1250000,5,6,0,Land area,1950,Partly
Taman Melawati,Kuala Lumpur,2200000,5,5,0,Land area,2132,Partly
Desa ParkCity,Kuala Lumpur,2800000,4,4,0,Land area,2262,Partly
Kepong,Kuala Lumpur,1750000,5,6,0,Land area,2700,Partly
Pandan Perdana,Kuala Lumpur,750000,3,2,0,Land area,2700,Partly
Bukit Tunku,Kuala Lumpur,17000000,5,5,0,Land area,27000,Partly
Jalan Ipoh,Kuala Lumpur,1500000,5,2,0,Land area,2710,Partly
Cheras,Kuala Lumpur,1050000,6,4,0,Land area,2728,Fully
Setapak,Kuala Lumpur,1300000,5,5,0,Land area,2745,Unfurnished
Kepong,Kuala Lumpur,688000,3,2,0,Land area,1755,Partly
Segambut,Kuala Lumpur,1200000,4,3,0,Land area,2800,Partly
Taman Melawati,Kuala Lumpur,870000,4,3,0,Land area,2800,Unfurnished
Kepong,Kuala Lumpur,1130000,4,3,0,Land area,2800,Partly
OUG,Kuala Lumpur,1620000,7,4,0,Land area,2800,Partly
OUG,Kuala Lumpur,1620000,7,4,0,Land area,2800,Partly
Setiawangsa,Kuala Lumpur,1650000,4,3,0,Land area,2800,Partly
Desa ParkCity,Kuala Lumpur,5000000,7,8,0,Land area,2805,Unfurnished
Desa ParkCity,Kuala Lumpur,5000000,7,8,0,Land area,2805,Unfurnished
Desa ParkCity,Kuala Lumpur,5400000,7,6,0,Land area,2805,Unfurnished
Desa ParkCity,Kuala Lumpur,6000000,7,6,0,Land area,2805,Partly
Bangsar,Kuala Lumpur,2480000,4,3,0,Land area,2820,Partly
Kuchai Lama,Kuala Lumpur,910000,4,2,0,Land area,2830,Partly
OUG,Kuala Lumpur,1325000,5,3,0,Land area,2850,Partly
Mont Kiara,Kuala Lumpur,3500000,5,5,0,Land area,2863,Partly
Kepong,Kuala Lumpur,1888880,6,6,0,Land area,2880,Partly
Setapak,Kuala Lumpur,720000,4,2,0,Land area,2240,Partly
Setiawangsa,Kuala Lumpur,1799000,4,4,0,Land area,2900,Partly
Bukit Tunku,Kuala Lumpur,12000000,11,7,0,Land area,29000,Partly
Taman Melawati,Kuala Lumpur,1800000,6,7,0,Land area,2924,Unfurnished
Taman Desa,Kuala Lumpur,1900000,5,4,0,Land area,2938,Unfurnished
Sri Petaling,Kuala Lumpur,1150000,6,5,0,Land area,2939,Partly
Taman Sri Keramat,Kuala Lumpur,1125000,4,3,0,Land area,2949,Partly
Kepong,Kuala Lumpur,1300000,5,3,0,Land area,2960,Partly
Sri Hartamas,Kuala Lumpur,2650000,6,0,0,Land area,1943,Partly
Kepong,Kuala Lumpur,1350000,4,4,0,Land area,2030,Partly
Taman Melawati,Kuala Lumpur,2000000,6,7,0,Land area,2175,Fully
Desa ParkCity,Kuala Lumpur,3150000,4,5,0,Built-up,3000,Partly
Dutamas,Kuala Lumpur,1500000,6,5,0,Built-up,3000,Fully
Jinjang,Kuala Lumpur,1200000,5,4,0,Built-up,3000,Partly
Bangsar,Kuala Lumpur,2300000,4,5,0,Built-up,3000,Partly
Kepong,Kuala Lumpur,1750000,5,5,0,Built-up,3000,Partly
Ampang,Kuala Lumpur,700000,3,3,0,Built-up,3000,Fully
Dutamas,Kuala Lumpur,1830000,5,4,0,Built-up,3020,Fully
Dutamas,Kuala Lumpur,1600000,4,4,0,Built-up,3020,Partly
Ampang Hilir,Kuala Lumpur,1550000,5,6,0,Built-up,3053,Partly
Jalan Klang Lama,Kuala Lumpur,1750000,5,6,0,Built-up,3068,Partly
Dutamas,Kuala Lumpur,2300000,5,5,0,Built-up,3068,Partly
